v,zct
45.32868576,0.00627874
-13.74137497,0.01576887
76.37909698,0.02525593
-24.06319618,0.03474034
32.44363022,0.04422231
8.00224018,0.0537025
-12.52041912,0.06318125
4.7995491,0.07265925
13.23943043,0.08213671
6.30612612,0.09161414
-26.13615608,0.10109152
46.42616272,0.11056904
-16.58482933,0.12004647
16.58631516,0.12952381
18.47425842,0.1390007
19.0288353,0.14847717
-8.14913273,0.15795289
65.76004791,0.16742802
1.48545742,0.17690238
23.12266541,0.18637629
14.92724419,0.19584967
31.95565414,0.20532288
-40.80605316,0.21479586
31.25195885,0.2242689
-27.16872215,0.23374183
-1.81156301,0.24321486
-23.14135551,0.25268769
27.55164146,0.26216042
-56.14839935,0.2716327
24.51581573,0.28110468
-2.99250674,0.29057616
-2.81626272,0.30004728
12.64322281,0.30951801
31.88790894,0.31898862
5.97779369,0.32845917
18.59126091,0.33793002
36.16432571,0.34740117
7.19220495,0.35687295
25.29872704,0.36634532
6.45214128,0.37581849
20.27414894,0.38529232
-24.31319046,0.39476696
29.61792183,0.40424213
-16.67457199,0.41371796
-10.06062603,0.42319417
2.84318495,0.43267086
-23.76063919,0.44214776
16.89851952,0.45162496
-15.95171452,0.46110216
13.71256351,0.47057945
26.7519989,0.48005643
1.69273996,0.48953322
73.30595398,0.49900949
-10.54097843,0.50848526
49.1777153,0.51796049
-0.01801577,0.52743518
30.01379776,0.53690952
-5.14805651,0.54638362
9.34829426,0.5558579
-1.9681046,0.56533259
-10.36244011,0.57480818
-0.61719185,0.58428496
7.987463,0.59376311
-5.85148096,0.60324293
13.86667538,0.6127243
-30.5770092,0.62220716
33.9487915,0.63169098
-71.51268005,0.64117563
47.45549011,0.6506604
-32.44221497,0.6601451
25.50040817,0.66962904
18.941185,0.67911226
30.98536682,0.68859434
27.57606888,0.69807565
-5.15676069,0.70755613
51.39743423,0.71703643
-30.44172287,0.72651672
29.03305054,0.73599762
-1.65880013,0.74547946
2.93177938,0.75496268
-34.64944839,0.76444733
39.47241211,0.77393353
-30.30906677,0.78342116
-1.30806625,0.79290992
9.06166172,0.80239958
13.24880886,0.81188977
-19.96066093,0.8213802
69.99341583,0.83087063
-15.49038887,0.8403607
47.34523392,0.84985071
1.17770493,0.85934031
43.97183228,0.86882997
-23.55774117,0.87831962
26.60956001,0.88780975
-5.64804459,0.89730024
-15.67338085,0.90679163
-3.83013868,0.91628379
-3.58614993,0.92577714
-30.54664612,0.9352715
-14.15364647,0.94476718
-23.93081093,0.95426399
-8.84203053,0.9637621
-14.037117,0.97326148
4.92255545,0.9827621
0.51543987,0.99226391
11.2221365,1.00176692
40.39587402,1.011271
12.38445759,1.02077579
58.06232452,1.03028119
-17.19055176,1.03978682
77.18710327,1.04929256
-22.93967247,1.05879807
48.62577057,1.06830299
-9.44660473,1.07780719
15.04788971,1.08731055
-8.09670448,1.0968132
-13.46675301,1.10631526
24.05145454,1.11581683
-32.91082764,1.12531817
24.92559052,1.13481998
-16.49171448,1.14432216
7.24132681,1.15382528
-9.18622017,1.16332912
22.04819679,1.1728344
5.72604513,1.18234074
10.60926342,1.19184828
58.03823471,1.20135653
24.21116829,1.21086586
14.68440247,1.22037554
44.53821564,1.22988558
-18.60158348,1.23939574
18.24268532,1.24890578
-30.73469734,1.25841582
30.96917343,1.26792586
-63.16793823,1.27743578
29.94416237,1.28694582
-5.28307343,1.29645598
-28.8750248,1.30596638
37.12071228,1.31547725
-9.45389271,1.3249886
15.78289223,1.33450019
0.74451679,1.34401274
37.86523056,1.35352576
-4.4453063,1.36303949
9.89025211,1.37255371
55.0790596,1.38206875
-26.92419434,1.39158416
27.8883419,1.40110028
6.44843054,1.4106164
-15.2945776,1.42013311
-25.09751701,1.42964971
20.91630745,1.43916643
-3.09668779,1.4486829
-31.26424026,1.45819902
47.79265976,1.46771479
-35.93687057,1.47723031
3.83155584,1.48674536
14.96368122,1.49626017
3.38075662,1.50577509
5.24805403,1.51529014
33.4930687,1.52480543
55.08763123,1.53432131
20.27678108,1.54383767
38.7544136,1.5533551
34.56065369,1.56287313
-12.88869667,1.57239199
27.69475555,1.58191121
-27.48119926,1.5914309
5.8014822,1.60095048
-40.77859116,1.61047006
12.284729,1.6199888
-30.17566872,1.62950706
-6.91022778,1.63902426
-26.92540932,1.64854074
-1.36285567,1.65805602
-24.6679039,1.66757047
12.15342331,1.67708409
25.22888947,1.68659711
43.48102188,1.69610953
17.39614677,1.7056216
73.9728775,1.71513343
13.51229858,1.72464514
49.71724319,1.73415661
-4.0536828,1.74366796
40.68688965,1.75317907
-33.08572006,1.76269019
13.05529118,1.77220118
4.61419582,1.78171217
-44.86958694,1.79122317
7.89158106,1.8007344
-24.66723061,1.81024599
-11.13556671,1.81975794
-33.28672791,1.82927024
34.59209442,1.83878314
-34.27071381,1.8482964
37.79013062,1.8578099
16.98171616,1.86732328
38.86689377,1.8768363
-29.95165253,1.88634861
83.0495224,1.89586008
-58.81163025,1.90537024
46.38587952,1.91487896
-12.87695599,1.92438626
18.62789917,1.93389225
-38.50495911,1.94339705
29.69335938,1.95290124
-21.64530373,1.96240485
-1.33060277,1.97190893
8.77057552,1.98141336
9.91811848,1.99091899
-16.32754898,2.00042558
28.83723831,2.00993371
-0.79734957,2.01944304
11.16080189,2.02895331
2.71761441,2.03846431
22.17396927,2.04797554
15.51967335,2.05748677
-17.80990219,2.06699705
43.6567955,2.07650614
-46.38230133,2.08601427
24.1391716,2.0955205
-19.92908287,2.10502529
29.58168793,2.11452889
-32.66589355,2.12403083
41.75521851,2.13353205
-20.45518303,2.14303207
21.87417793,2.15253162
-14.54061413,2.16203117
36.28240585,2.17153025
-20.03771782,2.1810298
49.48081207,2.19052887
-4.61804199,2.20002818
65.89817047,2.20952797
-29.82365227,2.21902752
79.93521881,2.22852755
-23.72055817,2.23802805
43.7678566,2.24752879
-0.58777285,2.25703025
10.16473961,2.26653194
-5.85316801,2.27603436
-29.33722687,2.28553748
-1.54098916,2.29504085
-43.63182831,2.30454421
-38.6064415,2.31404734
-10.2503643,2.32354975
-37.86799622,2.33305192
-11.38616753,2.34255242
19.99419594,2.35205221
-6.56954765,2.36155057
32.63235855,2.37104774
18.57068062,2.38054419
64.20995331,2.39004016
13.22438335,2.39953566
69.77345276,2.40903187
29.25133133,2.41852832
32.37676239,2.42802596
-4.13424778,2.43752408
47.78092194,2.44702339
-61.82647324,2.45652342
25.59547997,2.46602392
-24.06258774,2.4755249
-23.25653458,2.48502564
-24.99832916,2.49452567
-8.15081882,2.5040257
-22.91598892,2.51352429
-12.62662411,2.52302217
35.35975647,2.53251958
17.51625252,2.54201603
16.73172188,2.55151224
55.68484879,2.56100798
15.86716843,2.57050371
23.27286339,2.57999992
17.47779083,2.5894959
6.89916182,2.59899259
-10.26628876,2.60848927
-7.67667389,2.6179862
