v,zct
-8.64615154,0.00786219
53.757164,0.01735709
-53.14658356,0.02685157
43.4174614,0.03634568
-54.81273651,0.04583964
33.24422073,0.05533357
-53.49144745,0.06482771
20.73095322,0.07432215
-31.50161552,0.08381708
16.52160645,0.09331249
-21.45003128,0.10280842
6.48358488,0.11230475
16.59205055,0.12180144
-5.6181531,0.13129824
33.86532593,0.14079502
-5.33853769,0.15029158
39.84622192,0.15978782
-24.0382309,0.16928355
59.18793869,0.17877883
-39.03193665,0.18827358
30.56506538,0.19776797
-23.90247154,0.20726205
34.60538864,0.21675602
-41.96695709,0.22624999
41.48484802,0.23574415
-65.0145874,0.24523851
-1.68943369,0.2547332
-36.56276321,0.26422811
-0.12530068,0.27372324
5.77152348,0.28321844
23.35470963,0.29271355
59.23368454,0.30220836
30.54934502,0.31170276
64.59381866,0.32119653
-1.22264314,0.33068973
63.88823318,0.34018216
-39.4114151,0.34967405
66.69835663,0.35916531
-38.06765366,0.36865625
29.71414185,0.37814704
-31.00830841,0.38763785
14.49189758,0.39712888
-28.7947979,0.40662041
-17.74519348,0.41611242
-15.19633389,0.42560509
-14.06829071,0.43509841
-27.5146656,0.4445923
25.77739334,0.45408669
28.1431942,0.46358141
9.39964294,0.47307625
57.60072708,0.48257118
12.32136822,0.49206591
36.07316589,0.50156039
5.10770655,0.51105434
66.36657715,0.52054793
-35.58579636,0.53004092
65.81105804,0.53953344
-14.89013386,0.54902548
32.67425919,0.5585171
-34.8024826,0.5680083
26.47798347,0.57749933
-34.30796051,0.58699012
-10.82875824,0.59648097
11.25580692,0.60597175
-25.45594215,0.61546272
-13.8099966,0.62495387
7.20968103,0.63444549
10.49563599,0.64393747
-17.26288414,0.65342993
50.19570923,0.6629228
-17.91428566,0.67241621
20.44438744,0.68190992
-2.06641531,0.69140399
39.76896286,0.70089805
-34.27138901,0.71039212
39.84622192,0.71988589
-16.03349304,0.7293793
-2.0463078,0.73887205
0.52664071,0.74836427
-1.50509262,0.75785571
1.62391567,0.76734656
-15.2461977,0.77683681
64.19672394,0.78632683
-33.72160339,0.79581666
70.27910614,0.80530667
-34.83277893,0.81479704
65.02174377,0.82428801
-53.44725037,0.83377975
53.03403473,0.84327245
-33.84811783,0.85276604
12.34525394,0.86226046
8.64655685,0.8717556
24.56109238,0.88125128
10.28059292,0.89074731
-3.31544113,0.90024346
37.87946701,0.90973943
-58.55860138,0.91923511
44.71230316,0.92873031
-46.28419495,0.93822497
16.67234421,0.94771904
-51.73183823,0.95721257
24.16434097,0.96670556
-35.05376053,0.97619814
24.77060127,0.98569047
-4.03397989,0.99518269
63.71691132,1.00467479
-16.8936615,1.01416707
104.11467743,1.02365947
17.83506966,1.03315222
39.51762009,1.04264522
47.61702347,1.05213869
-12.42217541,1.06163239
51.05675507,1.07112658
-84.12715912,1.080621
78.1830368,1.09011555
-135.82168579,1.09961033
54.99599838,1.10910499
-101.34004211,1.11859965
23.01342201,1.1280942
-69.24262238,1.1375885
27.45724487,1.14708257
-5.83285809,1.15657628
9.77925587,1.16606987
69.38425446,1.17556322
3.37056804,1.18505645
74.60700226,1.19454944
-15.66150475,1.20404267
79.09090424,1.21353579
-26.54667282,1.22302926
56.79190826,1.23252285
-20.45106697,1.24201667
32.79983139,1.25151074
-47.63895416,1.26100516
27.66439247,1.27049971
-68.30796814,1.27999461
-7.8412447,1.28948951
-33.23423386,1.29898453
-2.8873136,1.30847979
-3.79309511,1.31797528
-4.86533689,1.3274709
40.80996704,1.33696675
-13.57714176,1.34646273
56.40494156,1.35595894
4.51372576,1.36545527
55.85056686,1.37495172
-2.36694813,1.38444781
64.34692383,1.39394379
-11.03644562,1.4034394
24.67377472,1.41293454
-0.19183081,1.42242908
-20.03677177,1.43192303
-5.79210329,1.44141626
-54.8085556,1.45090902
31.12402725,1.4604013
