v,zct
34.91941452,0.00383234
-20.93276978,0.01333714
38.17649078,0.02284206
-24.51736832,0.0323471
43.3230629,0.04185209
-34.70450974,0.05135706
58.91479874,0.06086193
-58.2625885,0.07036678
87.90844727,0.07987164
-72.67803955,0.08937667
98.59030914,0.09888196
-52.67041397,0.10838774
59.26121521,0.11789408
-19.36391449,0.12740119
5.04940796,0.13690907
2.04705,0.1464178
-19.95080948,0.15592729
12.26037121,0.16543749
-24.53504753,0.17494817
3.16220593,0.18445922
-17.42097855,0.19397037
12.2545681,0.20348147
-32.83383942,0.21299227
44.26926422,0.22250271
-11.4265852,0.23201264
39.57848358,0.2415221
8.37605,0.25103104
25.64332008,0.26053962
-10.05306816,0.27004781
43.54222107,0.27955586
-54.24777222,0.28906381
64.85858917,0.29857188
-41.60299683,0.30808011
69.23654938,0.31758866
-29.1993084,0.32709768
63.36833954,0.33660728
-33.30764771,0.34611747
32.53998566,0.35562846
-9.35625648,0.36514029
9.22299385,0.37465298
10.7794342,0.38416651
11.07166767,0.39368084
45.13786697,0.40319586
-17.25255966,0.41271141
56.36431885,0.42222714
-36.44083786,0.43174288
38.50792694,0.44125822
-51.66895294,0.45077297
58.57263565,0.46028668
-67.66378021,0.46979931
86.43850708,0.47931069
-88.26667023,0.48882091
62.5905571,0.49833003
-67.04922485,0.50783837
36.51161957,0.51734632
-40.70976639,0.52685416
24.73598671,0.53636229
-0.85078961,0.54587114
9.88869953,0.55538088
33.19759369,0.56489182
-20.45423889,0.57440376
19.57915878,0.58391672
-40.20107269,0.5934304
80.47049713,0.60294443
-77.84903717,0.61245853
126.38918304,0.62197238
-93.53166199,0.63148558
118.32209778,0.64099813
-79.27558899,0.65050954
111.9809494,0.66002005
-76.34171295,0.66952968
113.35150146,0.67903852
-68.99748993,0.68854678
35.85745239,0.69805461
-60.59978104,0.70756227
-10.17998886,0.71706992
-52.56393814,0.72657752
-25.60067558,0.73608524
-6.9248023,0.74559307
-17.93419075,0.75510097
35.41690826,0.76460898
-15.24464607,0.77411711
55.99246597,0.7836253
-6.79268694,0.79313374
116.47814941,0.80264223
-21.75994301,0.8121509
110.55844879,0.8216598
-42.86727142,0.83116871
123.87574768,0.84067762
