v,zct
32.62608337,0.00642076
-17.14804268,0.01590149
17.83082008,0.02538177
19.24246025,0.03486143
19.22518539,0.04434086
3.14297557,0.05381997
22.64541626,0.06329913
13.19145584,0.07277826
15.23135376,0.08225767
27.05664635,0.09173717
20.45207977,0.101217
5.65236282,0.11069686
24.16872597,0.12017692
-3.71840048,0.12965681
17.87845612,0.13913667
-25.54966545,0.14861612
22.48138428,0.15809536
-28.44878769,0.16757406
10.00475597,0.17705251
-31.91888046,0.1865305
9.28304577,0.19600835
-27.06373215,0.20548593
20.87015343,0.21496364
1.79253519,0.22444136
25.48441696,0.2339195
-4.00732756,0.24339789
32.71730804,0.25287685
15.90124321,0.26235616
-4.09916067,0.27183613
40.70672989,0.28131637
-29.43857384,0.29079714
9.93161392,0.30027801
-31.24426651,0.30975923
18.42905045,0.31924039
-39.96383286,0.32872158
22.66997719,0.33820257
-8.83379936,0.34768343
17.36578369,0.35716394
1.45077538,0.36664435
36.29394531,0.37612435
-15.62162781,0.38560432
52.77722549,0.39508405
19.94561386,0.40456393
58.96108627,0.41404378
30.57377052,0.42352396
39.67490387,0.43300438
11.17180061,0.4424853
22.07822227,0.45196661
-5.4206543,0.46144852
0.64485651,0.47093081
4.85332632,0.48041371
-16.88374329,0.48989683
6.36476183,0.49938044
-16.16736412,0.5088641
8.05939102,0.51834792
-24.990839,0.52783167
7.91884089,0.53731543
-12.4113121,0.54679888
4.87120724,0.55628228
13.89926624,0.56576538
-10.75096035,0.57524836
20.55909538,0.58473104
14.66402531,0.59421372
18.63235283,0.60369635
45.89405441,0.61317903
0.67056441,0.62266177
58.99131775,0.63214481
-20.48932648,0.64162803
49.04688263,0.65111166
-31.35303688,0.6605956
2.96706867,0.67008013
-12.65867519,0.67956495
-32.99213409,0.68905032
-2.72490168,0.69853604
-38.53248978,0.70802218
-9.47325802,0.71750849
-39.55776978,0.72699505
0.61024195,0.73648149
-2.7871809,0.74596798
4.72991514,0.75545412
19.1751194,0.76494014
16.57187462,0.77442563
15.27143383,0.78391093
46.77669144,0.79339588
4.00557327,0.8028807
48.58657074,0.81236535
-3.60841656,0.8218503
40.57704163,0.83133531
1.89023864,0.84082085
7.84805965,0.85030675
34.65707397,0.85979342
-11.64007568,0.8692804
50.15198517,0.87876809
-13.4156065,0.88825601
34.76861191,0.89774436
-1.41663313,0.90723258
-20.05404663,0.91672093
23.2130127,0.92620909
-44.75744247,0.93569702
36.58064651,0.94518453
-19.56573105,0.95467204
38.5292511,0.96415913
3.96151209,0.97364628
19.18949127,0.98313344
19.28665543,0.99262083
-12.42649364,1.00210834
6.1946578,1.01159632
-1.89044106,1.02108467
-10.50238323,1.03057349
6.09580708,1.04006243
-21.78248024,1.04955184
2.91599035,1.05904138
-18.20004082,1.06853127
2.11425495,1.07802093
4.51669455,1.0875107
-8.18131828,1.09700024
48.47914886,1.10648978
-12.66103649,1.11597908
81.21231842,1.12546861
-1.59024572,1.13495779
64.64395142,1.14444709
7.76014042,1.15393639
25.53785706,1.16342568
4.5758028,1.17291498
0.71921372,1.18240452
-1.25773001,1.19189417
5.58650732,1.20138407
-16.37424088,1.21087396
10.62073421,1.22036421
-26.95462608,1.22985458
-8.45850468,1.23934531
-28.4881916,1.24883628
-19.52720261,1.25832772
-9.66508865,1.26781917
4.35185385,1.27731085
-7.86418629,1.28680253
44.80103302,1.29629433
12.29822445,1.30578578
9.9768219,1.3152771
44.98901749,1.32476807
-41.75778198,1.33425856
61.52290344,1.34374845
-41.48592758,1.35323799
59.11877441,1.36272705
-34.01417542,1.37221587
34.57826233,1.38170445
-20.76961708,1.39119303
-10.9929924,1.4006815
-1.93544674,1.41017044
6.13426781,1.41965961
-25.89904976,1.42914927
32.99294281,1.4386394
-41.54807281,1.44813025
55.11833191,1.45762122
-43.91576385,1.46711266
58.35975266,1.47660398
-18.53235435,1.48609555
41.4183197,1.49558663
43.203228,1.50507748
-21.91513634,1.51456773
80.09951782,1.52405739
-52.33938217,1.53354621
98.45016479,1.54303443
-54.98075104,1.55252194
65.47854614,1.5620091
-35.95333099,1.57149589
26.47224808,1.5809828
-20.37509155,1.5904696
7.07682323,1.59995699
-31.78757477,1.60944474
5.43435192,1.6189332
-50.98266602,1.62842238
17.255867,1.63791251
-39.53583908,1.647403
38.45178986,1.65689409
-16.99851799,1.66638541
40.40828705,1.67587698
21.49173164,1.6853683
43.67292023,1.6948595
27.65730667,1.70435023
21.51737213,1.71384048
22.1075058,1.72333002
9.26185894,1.7328192
28.87448502,1.74230766
-27.83240509,1.75179577
11.07571602,1.76128352
-43.2817688,1.77077138
6.36773062,1.78025877
-47.12385178,1.7897464
16.17492104,1.79923415
-27.0417347,1.80872214
24.2731781,1.81821048
-8.96598244,1.82769918
44.49307632,1.83718836
8.46477985,1.84667802
36.66283035,1.85616791
42.61106873,1.8656584
18.72627831,1.87514901
44.07837677,1.88463998
28.89688683,1.89413106
0.09959278,1.90362215
-2.2172215,1.91311288
-16.29927635,1.92260349
-17.69755745,1.9320935
-29.68492508,1.9415834
-23.97777176,1.95107269
-24.14281654,1.96056199
-14.94242668,1.97005093
-17.04305077,1.97954011
10.27452087,1.98902941
-12.58958054,1.9985193
30.20124245,2.00801015
