v,zct
3.34695172,0.00275025
-26.15471077,0.01225399
23.68641663,0.02175871
-19.19961357,0.03126433
41.81567764,0.04077089
-28.7840023,0.05027822
69.51832581,0.05978629
-14.03934383,0.06929489
31.00905037,0.07880398
26.20693779,0.08831333
-3.66577029,0.09782293
46.46347427,0.10733259
-13.74232006,0.11684231
40.60909271,0.12635192
-34.43879318,0.13586143
27.24807358,0.14537065
-26.41192627,0.1548796
17.7188797,0.16438809
-30.82963371,0.17389616
8.76328754,0.18340367
-23.29378128,0.19291075
-8.21438026,0.20241734
5.01317406,0.21192366
1.10604668,0.22142978
-2.11236572,0.23093599
23.0931778,0.24044243
-0.50498128,0.24994938
35.31819153,0.25945693
-3.18204355,0.26896533
50.09638596,0.27847451
-5.93089867,0.28798449
36.61411285,0.29749504
31.09467506,0.30700612
-16.68334389,0.31651732
31.98581505,0.32602844
-37.19527435,0.33553913
22.51154518,0.34504932
-41.85987473,0.35455868
24.35084152,0.3640672
-42.24589539,0.37357479
6.40652847,0.38308164
-9.07684326,0.39258775
1.08539939,0.40209338
6.21840858,0.41159865
1.54969347,0.42110386
20.7677269,0.43060911
18.75569725,0.44011459
29.4497757,0.44962037
43.51638031,0.45912668
-9.27865982,0.46863344
55.98605728,0.47814071
-36.37754822,0.4876484
37.54141998,0.49715656
-32.88093567,0.50666499
1.98321891,0.51617354
-7.95021677,0.52568215
-27.17729187,0.53519052
28.79648399,0.54469848
-38.92276382,0.55420578
36.42187881,0.56371218
-16.68368149,0.57321763
25.45722389,0.58272195
26.77838135,0.59222507
20.52765083,0.60172713
38.6436882,0.61122829
8.39487553,0.62072861
42.67901611,0.63022846
-1.44989824,0.63972801
14.9219141,0.6492278
-5.3497386,0.65872782
-12.19519043,0.66822833
-5.3436656,0.67772955
-5.91666174,0.68723142
-15.01050854,0.69673389
-18.8562336,0.70623678
-12.50908279,0.71573979
-10.07425594,0.72524279
-19.27882767,0.73474544
6.2562623,0.74424744
4.595438,0.7537486
15.1432991,0.7632488
30.50960159,0.77274776
23.97264481,0.78224558
34.30121231,0.79174197
5.96261168,0.80123723
43.45531464,0.81073123
-16.04563904,0.82022417
44.99117661,0.82971615
-28.59007835,0.83920735
32.6909256,0.84869784
-38.96743011,0.85818797
23.79619789,0.86767781
-30.18875885,0.87716776
-6.82925797,0.88665789
-14.42017174,0.8961485
-19.63711929,0.90563965
-1.12905562,0.91513145
-4.36312199,0.92462379
4.84064102,0.93411666
0.28656542,0.94360965
14.25742245,0.95310265
15.17278481,0.96259516
28.09690666,0.97208685
12.58026886,0.9815774
40.78216553,0.99106652
-6.11517239,1.00055397
45.83278656,1.01003969
-21.80245209,1.01952362
32.50948715,1.02900612
-39.42450714,1.03848743
17.86199379,1.04796779
-38.8420639,1.05744779
9.70206451,1.06692755
-30.26939201,1.07640755
-0.66415429,1.08588827
-15.00463772,1.09536958
3.15167975,1.10485184
-2.1429317,1.11433494
21.41069412,1.12381876
-3.12468982,1.1333034
32.95306778,1.14278841
4.52020359,1.15227365
34.08104324,1.16175926
22.69737053,1.1712445
13.73563957,1.18072951
42.31539536,1.19021404
-14.5888586,1.19969797
62.96409607,1.20918107
-40.59775543,1.21866333
51.18448257,1.22814453
-25.15412712,1.237625
9.66859722,1.24710441
10.43956375,1.25658309
-47.84481812,1.26606107
31.05250359,1.27553844
-69.5274353,1.28501582
39.42868805,1.29449308
-35.58748245,1.30397069
16.63867569,1.31344903
13.42093754,1.32292795
-13.96282768,1.33240783
40.18400192,1.34188879
-14.41504383,1.35137057
45.04913712,1.3608532
-3.16935825,1.37033629
34.18279266,1.37981963
13.83772945,1.38930309
7.43774557,1.39878583
15.60104752,1.40826821
12.55577564,1.4177494
2.87962151,1.42722952
16.80945396,1.43670857
-8.78042603,1.44618642
16.09610939,1.45566332
-32.4113121,1.46513951
35.71818161,1.47461498
-38.24059296,1.48409033
46.53310776,1.4935658
-43.1236763,1.50304163
36.22336578,1.51251805
-23.69511986,1.52199531
27.42377663,1.53147328
15.42912197,1.54095232
-7.72856188,1.55043197
40.88965225,1.55991256
-43.60963058,1.56939328
49.75098038,1.57887435
-48.23792648,1.58835542
27.75872231,1.59783602
-24.27479744,1.60731602
34.07524109,1.61679542
-11.61011696,1.62627387
23.70713043,1.63575149
-0.74930751,1.64522839
7.03060293,1.65470457
7.21561861,1.66418052
14.8010664,1.67365634
