v,zct
-32.96642685,0.00600076
74.90153503,0.01549766
-21.4173069,0.02499445
26.33014679,0.03449108
21.9379425,0.04398767
34.27064514,0.05348423
11.21822262,0.06298096
52.84119034,0.07247794
22.21917725,0.08197542
8.83589077,0.09147343
14.86631489,0.10097218
16.19658089,0.11047165
-51.20128632,0.11997193
-12.24836063,0.12947291
-12.48108101,0.13897459
-25.70323753,0.14847673
0.05917539,0.15797924
14.89802837,0.16748184
-0.5876379,0.17698443
-4.13863325,0.18648669
58.00456619,0.19598857
4.08897209,0.20548978
30.70008278,0.21499033
41.70819092,0.22449005
20.57859612,0.23398899
-4.39497042,0.24348713
35.54841614,0.25298464
-18.66210938,0.26248157
-20.87008667,0.27197823
-36.4508934,0.2814748
1.93544674,0.29097155
-79.61896515,0.30046865
9.68492603,0.3099665
-42.46100616,0.31946516
3.61152053,0.32896474
-16.38355255,0.33846533
62.70688248,0.34796688
-29.43803406,0.35746917
60.26861572,0.366972
25.23071098,0.3764751
51.679142,0.38597822
22.78549385,0.39548096
61.536129,0.40498319
20.43710136,0.41448462
-20.10073853,0.42398527
68.79519653,0.433485
-53.17377472,0.44298407
31.18354034,0.45248252
-26.42036057,0.46198058
21.87910461,0.47147852
-40.30026245,0.48097658
23.51024055,0.49047488
-5.24036169,0.4999736
-15.66541862,0.50947285
32.54787827,0.51897246
34.63716888,0.5284726
-17.88904953,0.53797311
78.51629639,0.54747379
-7.77680635,0.55697471
45.29096603,0.56647557
1.99111342,0.57597649
46.37582397,0.58547729
-33.01062393,0.59497809
-10.40494919,0.60447878
21.65488625,0.6139794
-67.17526245,0.6234799
37.83506775,0.63298029
-36.98394394,0.64248055
6.68924809,0.65198052
-14.29716492,0.66148031
1.6104207,0.67097986
27.47316933,0.68047905
-44.27978897,0.689978
49.34613419,0.6994766
-4.67924166,0.70897508
13.71020222,0.71847337
52.65914536,0.72797185
-5.15925694,0.73747045
35.19775009,0.7469694
-31.16768265,0.75646865
74.18535614,0.76596844
-62.71518326,0.77546865
45.83137131,0.78496915
-5.71855545,0.79446995
-16.69771576,0.80397093
-8.99303913,0.81347191
10.7655344,0.82297271
-36.74865723,0.83247322
-7.48362875,0.8419733
20.72595978,0.85147285
1.38384044,0.86097205
-3.4356811,0.87047076
52.3794632,0.87996918
-12.04087543,0.88946724
8.86854839,0.89896518
44.9404335,0.90846306
-2.12167716,0.91796094
21.72762299,0.927459
13.38456821,0.9369573
44.64354706,0.9464559
-63.82534409,0.95595479
