v,zct
-56.36175537,0.00083013
26.56711769,0.01033147
-52.57554245,0.01983508
19.6686306,0.02934054
-25.51019287,0.03884749
25.76409912,0.04835527
-11.66328716,0.0578634
10.57086945,0.0673712
10.07175922,0.07687838
-7.38059473,0.08638451
29.99092293,0.09588957
-6.04992437,0.10539349
44.04268265,0.11489657
18.89361572,0.12439892
30.61074638,0.13390097
0.63163149,0.14340287
5.73076868,0.15290493
-12.16617584,0.16240714
5.77374983,0.1719096
-9.81548977,0.18141209
-11.6872406,0.19091457
-18.82539749,0.20041673
-0.5737381,0.2099185
-37.77157593,0.21941964
9.60193157,0.22892022
-34.55134201,0.23842014
10.87882519,0.24791965
-9.10882664,0.25741878
19.47349358,0.26691777
26.39633942,0.27641675
6.15936852,0.28591579
43.6463356,0.29541492
5.48428297,0.30491409
41.33755112,0.3144131
0.18643284,0.32391194
21.44820976,0.33341023
5.44069433,0.34290799
-16.20184326,0.35240495
49.68222427,0.36190116
-42.44926453,0.3713966
12.39754772,0.38089141
-34.43164063,0.39038569
3.28838372,0.39987957
-42.72267151,0.40937313
29.98066711,0.41886657
-19.86619568,0.42835969
24.19045258,0.43785259
9.17535591,0.44734496
50.80844498,0.45683682
-2.62517405,0.46632788
46.96035767,0.47581813
33.52700806,0.48530746
30.93347931,0.49479604
37.90686417,0.50428391
24.07878304,0.51377147
11.02726936,0.52325898
-21.88241005,0.53274679
31.65357018,0.5422352
-60.44519424,0.55172449
20.49013519,0.56121463
-50.31183243,0.57070589
16.16641808,0.58019787
-38.00868225,0.58969051
25.90822601,0.59918326
-3.26955819,0.60867596
-0.08387116,0.61816812
17.84080505,0.62765938
12.18378735,0.63714957
30.05070496,0.64663857
-5.25243998,0.65612626
53.7971077,0.66561288
-12.48877335,0.67509842
16.11554337,0.68458331
12.29552555,0.6940676
-22.76005554,0.70355171
-11.6358242,0.7130357
-8.30054569,0.72251981
-31.28691101,0.73200423
-9.2267046,0.74148893
-28.65768814,0.750974
20.45606041,0.76045948
-38.33397675,0.76994532
70.20954132,0.77943164
-16.18382835,0.78891832
58.31697464,0.79840547
0.57232112,0.80789298
36.37673569,0.81738085
17.28454399,0.82686901
29.7669735,0.83635736
20.95476723,0.84584576
4.54199791,0.85533398
-6.00424385,0.86482191
-10.67349911,0.87430936
-18.2760849,0.88379616
-7.76655054,0.89328229
-21.30172157,0.90276772
-8.76403046,0.91225255
18.3261528,0.92173672
-27.695364,0.93122077
38.61872101,0.94070476
-20.45801735,0.95018893
63.01078796,0.9596737
7.14477015,0.96915925
61.97053146,0.97864568
3.42589736,0.98813319
17.08043289,0.99762166
-7.14348793,1.00711107
-0.45295823,1.0166012
-5.89878082,1.02609169
-21.5371418,1.03558242
15.59510994,1.04507303
-37.76840591,1.05456316
-7.88004303,1.06405282
5.06479263,1.07354164
-13.49968052,1.08302987
21.11198425,1.09251726
10.33241367,1.10200429
21.11610031,1.11149085
4.23235607,1.12097752
24.06171036,1.13046455
0.82656616,1.13995218
-3.85085344,1.14944065
36.74082947,1.15892982
-10.50265312,1.16842008
31.98264313,1.17791128
-27.31844902,1.18740308
18.35948372,1.19689536
-24.3554287,1.20638788
21.56419945,1.21588016
-5.9509387,1.22537208
1.06070364,1.23486352
20.59175301,1.24435401
-27.53733826,1.25384378
31.510252,1.26333284
-17.34702492,1.27282131
16.47241783,1.28230917
5.61066341,1.29179704
18.68545532,1.30128479
16.36513138,1.31077302
19.94574928,1.3202616
14.69776249,1.32975078
15.28121758,1.33924067
-2.18395638,1.34873116
38.09477997,1.35822225
-18.53451347,1.36771417
30.67707443,1.37720633
-4.71169662,1.38669896
3.26152873,1.39619195
2.55176139,1.40568507
-27.37836647,1.41517806
5.67341518,1.42467141
-45.43974686,1.43416429
14.12227058,1.44365692
-23.88081169,1.4531492
14.43346405,1.46264076
-4.91094971,1.47213149
23.67602539,1.48162174
25.06708527,1.4911108
5.37180281,1.50059938
62.44757843,1.51008701
-20.50511551,1.5195744
18.68505096,1.52906179
-9.89949608,1.53854954
14.19183636,1.54803789
-26.13716888,1.55752754
33.25838852,1.56701851
-8.45182419,1.57651114
-12.58506012,1.58600557
-1.70124173,1.59550154
-27.82781601,1.60499871
-38.70232391,1.61449707
-12.29552555,1.62399566
6.12320185,1.63349426
-4.52587128,1.64299238
22.67220306,1.65248942
17.10094452,1.6619854
30.89980888,1.67147982
-7.25988197,1.68097281
83.8074646,1.69046485
-28.59992981,1.6999557
66.14431763,1.70944619
-7.90257931,1.71893656
36.09192657,1.72842705
3.93398237,1.73791814
4.42459154,1.7474103
13.06730175,1.75690341
-44.90851974,1.7663976
14.02072048,1.77589297
-40.59606934,1.78538918
-11.6090374,1.79488623
-11.39561462,1.80438411
17.88506889,1.81388211
15.39369774,1.82338059
43.15572739,1.83287895
2.25932574,1.84237719
22.8366394,1.85187507
-22.79824638,1.86137259
22.29434395,1.87086952
-6.10936975,1.88036597
34.16160583,1.88986158
2.28854227,1.8993566
29.12346649,1.90885103
10.1328907,1.91834497
1.57998955,1.92783833
0.2560668,1.93733156
-18.96270943,1.94682467
-3.63486671,1.95631802
-4.61392593,1.96581197
26.35065842,1.97530651
18.4449749,1.98480201
21.19760895,1.9942987
34.08002853,2.00379634
15.70333958,2.01329494
10.88361549,2.02279472
23.2908783,2.03229547
