v,zct
11.36875916,0.00776072
22.02586174,0.01726793
44.62067032,0.0267764
3.36888123,0.03628607
47.24321365,0.04579677
8.78218079,0.05530838
-1.25105,0.06482067
27.43403435,0.07433351
-35.56710815,0.08384669
53.80493546,0.09336011
-59.056633,0.10287362
61.64712524,0.11238717
-36.38321304,0.1219006
14.18070316,0.13141392
-19.73036957,0.14092702
-17.99181366,0.15043986
10.35150909,0.15995234
-44.80157089,0.16946451
53.40791321,0.17897628
-48.01613617,0.18848777
55.60063934,0.19799891
-33.88739014,0.20750986
33.69576263,0.21702069
24.40934181,0.22653155
7.84711504,0.23604251
58.58707428,0.24555379
-19.61761856,0.25506541
55.57871246,0.26457751
0.92042357,0.27409014
1.12703133,0.28360334
28.29818344,0.29311714
-20.03764915,0.30263156
27.78166389,0.31214651
-13.10340118,0.32166204
17.76462746,0.33117801
-2.51809144,0.34069443
1.3874166,0.35021114
32.80226135,0.3597281
-43.20633316,0.36924511
31.46916008,0.37876201
-20.8892498,0.38827857
13.79171181,0.39779466
-1.8562988,0.40731007
16.79548645,0.4168247
12.00383186,0.42633846
-25.54393005,0.43585137
56.18321991,0.44536346
-53.26925278,0.45487499
62.58907318,0.46438614
-29.63337326,0.47389734
14.81550598,0.48340875
13.39462185,0.49292082
-23.76043701,0.50243378
33.1716156,0.51194781
-49.67048264,0.5214631
47.09652328,0.53097945
-49.55773544,0.54049677
46.10032654,0.55001485
-0.25080377,0.5595333
-4.92269039,0.56905186
27.30853081,0.57857013
3.33150005,0.58808786
40.88074493,0.59760475
-16.19442177,0.60712075
40.38764191,0.6166358
-7.52249384,0.62614995
-11.49095631,0.63566339
35.53822708,0.64517635
-36.42673492,0.65468907
26.31503105,0.66420186
-13.6732254,0.67371494
24.81331253,0.68322855
-17.80470657,0.69274282
10.8471117,0.70225787
17.41605186,0.71177375
-45.43246078,0.72129053
51.71949005,0.73080796
-29.09236145,0.74032605
41.98490524,0.74984467
-12.95907211,0.75936359
20.50120163,0.76888275
-0.19905062,0.77840191
10.52390766,0.78792089
31.10284042,0.79743958
-27.33005524,0.80695778
45.37328339,0.81647539
-38.82876968,0.82599229
41.77100754,0.83550853
-20.00499153,0.84502411
20.5250206,0.8545391
-6.89808226,0.86405355
-3.25397158,0.87356776
18.27655792,0.88308185
-10.10536098,0.89259613
8.49460316,0.90211064
-6.64086866,0.9116258
3.83384991,0.92114162
11.98372459,0.93065834
0.37124628,0.94017589
32.68215561,0.94969434
-11.3815794,0.95921355
39.71147537,0.96873355
-14.61524105,0.97825408
55.35314178,0.98777497
-18.37399101,0.99729598
4.16940212,1.00681674
16.43996239,1.01633728
-39.36688232,1.02585733
35.19916534,1.03537667
-49.91420364,1.04489493
20.72886086,1.05441248
-24.58673286,1.06392908
7.63632393,1.07344472
5.1404314,1.08295965
-24.12722969,1.09247422
15.88909721,1.10198832
5.14765167,1.11150253
5.36572981,1.12101698
49.45240402,1.13053191
-9.90664768,1.14004767
52.96763992,1.14956427
-13.46972179,1.1590817
14.80653191,1.1686002
22.19367218,1.1781193
-12.91696835,1.18763924
