v,zct
-9.47899246,0.00778738
45.60863876,0.01729416
-26.76495361,0.02680171
20.10822868,0.03630997
-5.9174037,0.04581878
-28.32888412,0.055328
14.37044239,0.06483741
8.30830574,0.07434689
6.61279917,0.08385623
1.07730246,0.09336538
27.21561813,0.10287421
-29.86663437,0.11238275
10.36615181,0.12189099
-10.05630684,0.13139902
4.29058647,0.14090686
-31.5210495,0.15041462
33.0293808,0.1599223
-21.71217155,0.16943
29.80212784,0.17893767
-7.23343182,0.18844531
38.71264648,0.19795287
-29.86211395,0.20746027
47.74529266,0.21696746
0.73507035,0.22647442
-14.72785664,0.235981
16.78637695,0.24548726
-2.02302909,0.25499308
-2.0932703,0.26449856
25.82853889,0.27400357
10.13909912,0.28350827
6.36867523,0.2930125
14.03758907,0.3025164
11.49028111,0.31201988
1.01104224,0.32152298
4.56082344,0.33102569
20.59762383,0.34052798
5.40972328,0.35002986
27.35670662,0.35953128
0.16382878,0.36903232
23.05876541,0.37853295
-27.8125,0.38803318
6.21624947,0.39753306
-15.89638519,0.40703261
13.10744953,0.41653198
-25.89054871,0.42603111
38.35232925,0.43553016
-42.49413681,0.44502911
39.93670654,0.45452809
-16.80486488,0.46402714
38.98301697,0.4735263
-46.64957047,0.4830257
60.32738495,0.49252531
-22.51431274,0.50202519
24.39766884,0.51152533
22.63340569,0.52102578
15.528512,0.53052634
10.66101646,0.54002708
33.48901749,0.54952788
15.19700909,0.55902863
2.28091764,0.56852913
11.32867908,0.57802933
16.04111862,0.58752912
6.14911222,0.59702855
-3.32630444,0.60652751
45.89837265,0.61602604
-59.63968277,0.62552422
37.24014282,0.63502216
-46.4081459,0.64452016
27.9333477,0.65401816
-52.84557724,0.66351646
37.5848732,0.67301512
-37.99322891,0.68251437
20.25404167,0.6920141
-2.61201644,0.70151442
53.51391602,0.71101511
-29.41650963,0.72051615
82.05574799,0.7300173
-21.43444633,0.73951834
50.67882919,0.74901909
-32.704422,0.75851923
39.4314537,0.76801872
-37.76462555,0.77751738
10.7987318,0.78701508
41.10489655,0.79651189
-56.55810928,0.80600792
73.2014389,0.81550342
-59.09563065,0.82499838
65.25365448,0.83449316
-56.66262817,0.84398794
51.90133667,0.85348296
-31.50384331,0.8629784
21.95703697,0.87247419
13.81937599,0.88197047
15.83801937,0.89146715
-15.6270256,0.90096408
31.77603531,0.91046107
-27.57761955,0.91995788
13.2399025,0.92945433
-18.41973877,0.93895024
35.04188156,0.94844562
-47.1061058,0.95794016
28.92684555,0.96743417
-6.07698154,0.97692764
-27.05030441,0.98642087
23.59066963,0.99591398
-20.30235291,1.00540721
31.69101715,1.01490116
-20.46692467,1.02439547
90.26999664,1.03389049
-28.65633965,1.04338634
42.52207184,1.05288303
38.89941788,1.06238031
1.37034547,1.07187808
18.83592415,1.08137619
31.74277115,1.09087443
-14.24885273,1.10037303
-14.72313309,1.10987127
22.56667328,1.11936963
-26.1115284,1.12886798
-25.94655228,1.13836646
15.68768501,1.14786506
-27.08114052,1.15736401
2.75823426,1.16686356
11.74843979,1.17636359
21.31838799,1.18586421
1.11218691,1.19536543
19.5965004,1.20486712
64.61372375,1.2143693
-40.95598221,1.22387183
70.25454712,1.23337471
-26.64930153,1.2428776
24.89536285,1.25238085
-12.41711521,1.26188409
44.94643784,1.2713877
-6.39269638,1.2808913
28.2834053,1.29039526
5.27700043,1.29989946
22.77139091,1.3094039
-34.15647888,1.31890857
13.1224966,1.32841361
-24.69664955,1.33791876
-17.12672043,1.34742415
11.36025715,1.35692966
16.1218853,1.36643529
12.2914772,1.37594104
-17.47495842,1.38544714
55.30766678,1.39495361
-45.37213898,1.40446055
48.86544418,1.41396832
-18.91601563,1.42347682
63.1880455,1.43298626
-33.26702499,1.44249666
86.03588867,1.45200765
-12.89713097,1.46151936
17.70983696,1.47103131
-1.07021761,1.48054338
7.12284088,1.4900552
-35.46717834,1.49956667
1.64382076,1.50907743
-2.00339389,1.51858759
-34.15074539,1.52809715
-0.08191439,1.53760612
2.03132844,1.54711461
-20.5622654,1.55662322
-14.24601936,1.56613207
11.77758884,1.57564151
-7.18458033,1.58515167
4.30570126,1.5946629
41.69233322,1.60417509
28.16910362,1.61368835
-9.21388435,1.62320256
76.2901001,1.63271737
-32.04256058,1.64223266
40.43892288,1.65174806
-25.09805679,1.66126335
42.22727203,1.67077827
-54.8132782,1.68029284
35.09822464,1.6898067
-1.14936554,1.69931984
-25.25601578,1.7088325
29.57176971,1.71834421
-0.60241491,1.72785521
20.04770279,1.7373656
12.00902748,1.74687541
44.81115341,1.75638461
-20.26139641,1.76589346
22.06357956,1.77540195
14.62617207,1.78491044
-16.37491608,1.79441893
13.77592182,1.80392766
-6.4773097,1.81343663
1.36184359,1.82294643
0.79012972,1.83245695
-4.99320173,1.84196842
12.74686432,1.85148108
-38.1179924,1.8609947
39.96106339,1.87050939
-8.86146355,1.88002515
21.27345085,1.88954139
32.65179062,1.89905822
16.87591553,1.90857494
34.53643036,1.91809165
-3.86718249,1.92760766
44.25543213,1.93712282
-16.66485596,1.94663692
21.57317352,1.95614958
14.7699604,1.96566081
8.13617706,1.97517037
2.22592568,1.98467839
6.45868635,1.99418485
-9.03129768,2.00369
-31.34062195,2.01319408
9.61677647,2.02269745
6.49910402,2.03220057
-20.63291168,2.04170394
45.2866478,2.05120754
6.0584259,2.06071186
8.08098316,2.07021737
26.33068657,2.07972431
-11.52361393,2.08923221
-19.68772507,2.09874129
-15.76008606,2.10825109
10.01757622,2.11776137
-19.46768951,2.12727165
11.80349922,2.13678098
15.23162365,2.14628935
2.50803781,2.15579557
-5.44649744,2.16530013
26.56219101,2.17480206
-18.66062355,2.18430209
-2.83542538,2.19379973
33.93394852,2.20329547
14.56463528,2.21279025
33.43503952,2.22228456
36.24981689,2.23177886
39.75013733,2.24127412
-20.06801414,2.25077057
47.80561447,2.26026869
-27.02081871,2.26976895
-11.67246342,2.27927136
-6.89713764,2.28877568
-17.94923782,2.29828143
-16.77875328,2.30778861
-8.0060854,2.3172965
0.36807495,2.32680464
-22.90917397,2.33631229
-1.98908925,2.34581923
24.35826302,2.35532498
-1.08371258,2.3648293
54.0649147,2.37433219
15.79065228,2.38383317
56.54947281,2.39333272
22.03800774,2.40283084
33.04381943,2.412328
29.6749382,2.42182446
-20.11585236,2.43132067
29.73984909,2.44081688
-30.089571,2.45031357
11.94566822,2.45981121
-48.29123306,2.46930981
0.47164875,2.47881007
-43.24499512,2.48831177
-28.67894363,2.49781489
-7.15468884,2.50731945
-24.43808556,2.51682544
-7.3351841,2.52633214
29.68128204,2.53583956
23.51172447,2.54534674
46.97506714,2.55485368
39.61674118,2.56435943
71.53865814,2.57386398
19.37538528,2.58336735
55.5440979,2.5928688
54.6484375,2.60236907
-22.30945778,2.61186767
39.91551971,2.62136555
-29.96588898,2.63086247
-4.0328331,2.6403594
-30.25312996,2.64985657
12.29296112,2.65935445
-44.22735977,2.66885328
8.12733841,2.67835331
-18.69672394,2.68785477
0.96617144,2.69735789
-30.40150642,2.70686269
25.68232155,2.71636844
9.93687725,2.72587538
14.99559689,2.73538303
55.16381073,2.74489117
29.85030556,2.75439954
10.6653347,2.76390791
27.22648048,2.7734158
24.7176342,2.78292298
-37.55457687,2.79242969
23.67224693,2.80193567
-26.78836823,2.81144071
-16.65898514,2.82094526
-20.4739418,2.83044887
35.47237396,2.83995223
-56.41904068,2.84945536
35.36630249,2.85895824
-6.64100361,2.86846137
4.23255825,2.87796521
-3.77352738,2.88746929
49.92054749,2.89697385
-26.25896072,2.9064796
38.03519821,2.91598606
30.85581398,2.92549324
15.82783031,2.93500137
-7.33808565,2.94451046
33.60763931,2.95401978
-16.06244087,2.96352983
-10.16548157,2.9730401
23.96643639,2.98255014
-24.10165596,2.99206018
-16.76768684,3.00156975
-12.62574673,3.01107883
10.14793777,3.02058721
-38.80150986,3.03009462
45.77664948,3.03960156
-1.83180547,3.04910779
17.69080925,3.05861306
27.67282677,3.06811786
40.69417953,3.07762218
9.86805248,3.08712649
16.86464882,3.09663105
54.22570801,3.10613608
-21.63261795,3.11564183
38.17689514,3.1251483
-8.20628357,3.13465571
3.62542033,3.14416432
-22.59271812,3.15367365
21.38370514,3.16318369
-6.96495008,3.17269444
-18.70158195,3.1822052
14.01397324,3.19171596
-14.9476223,3.201226
-22.39548874,3.21073532
18.55563354,3.22024345
-16.08389664,3.22975063
25.0808506,3.23925638
-12.20146561,3.24876046
65.73434448,3.25826359
-6.84126854,3.26776576
21.34807777,3.27726722
33.10630035,3.28676844
-26.3481617,3.29626966
26.39161491,3.30577087
12.30483723,3.31527257
32.29714203,3.32477498
-3.86218929,3.33427763
42.48239517,3.34378099
12.71852493,3.3532846
-21.94118118,3.36278844
11.95140362,3.37229204
-22.09057045,3.38179564
-20.47657394,3.39129853
-10.49435329,3.40080118
13.84920025,3.41030288
-23.76846504,3.41980362
-1.72303617,3.42930388
26.70955658,3.4388032
-20.27576828,3.44830227
9.7470026,3.45780063
39.82118988,3.46729898
3.12124872,3.4767971
13.10070229,3.48629546
46.32191467,3.49579382
6.66603661,3.50529242
-0.83803684,3.51479101
33.71566772,3.52428985
-24.71068382,3.53378892
0.31254321,3.54328775
-14.8917532,3.55278659
23.83391571,3.56228495
-44.53261566,3.57178307
42.82260132,3.58128047
24.53180885,3.5907774
-11.59405804,3.60027385
49.94564819,3.60976958
2.28759766,3.61926484
25.03739738,3.62875986
3.50322342,3.63825464
61.51237488,3.64774966
-20.32407951,3.65724468
36.77045059,3.66673994
-0.99673754,3.67623591
19.72517395,3.68573213
-20.18265343,3.69522905
31.06012917,3.70472622
-30.15266037,3.71422386
-4.36325693,3.72372174
-15.07326031,3.73321962
5.5034461,3.74271774
-59.52490616,3.75221586
24.41581917,3.76171374
-35.74402618,3.77121139
-3.43817782,3.78070927
-6.26044559,3.79020691
6.41658211,3.79970479
-11.70033073,3.80920267
10.1247263,3.81870103
44.19416428,3.82819986
-7.25185251,3.83769894
40.80585098,3.84719872
27.09962845,3.85669875
12.13493538,3.86619949
-6.4144907,3.87570071
29.1546402,3.88520241
-35.08243561,3.89470458
-6.13980055,3.90420723
-3.03501582,3.91371059
14.81408978,3.9232142
-17.93992615,3.93271828
57.06119919,3.9422226
-11.0376606,3.95172691
8.63731289,3.96123147
7.31467152,3.97073579
16.02411461,3.98023987
-10.06184006,3.98974371
6.71590042,3.99924707
45.87988663,4.00874996
-0.33892584,4.01825237
27.58929253,4.02775431
49.33871078,4.03725672
-35.51197815,4.04675865
32.86723709,4.05626106
3.14169359,4.06576395
-3.94929934,4.07526779
-12.99287701,4.08477163
18.46029091,4.09427691
0.02908163,4.10378265
-5.97374535,4.11328936
27.46298027,4.12279558
-13.62255192,4.13230228
-16.69265556,4.14180803
10.45137215,4.15131378
-4.11569214,4.16081858
-0.18616293,4.17032242
34.8333168,4.17982578
13.02546787,4.18932772
31.77158356,4.19882965
-14.4012785,4.20833111
58.66750336,4.21783304
-41.68329239,4.2273345
61.514534,4.23683739
-9.61927319,4.24634075
67.42674255,4.25584459
-6.14371443,4.26534891
52.70887375,4.27485418
-24.80217934,4.28435898
-3.07496095,4.29386425
-23.65288162,4.30336905
7.7395606,4.31287336
-36.05528641,4.32237673
9.5428915,4.33188009
15.55374813,4.34138298
-16.49798965,4.35088539
31.54385567,4.36038828
-31.53791809,4.36989069
24.4769516,4.37939358
-63.6016655,4.38889694
69.84436798,4.39840126
-56.92051697,4.40790558
64.56027985,4.41741085
-15.46252155,4.42691565
68.35964966,4.43642139
-47.83820724,4.44592619
82.62051392,4.45543146
-46.49518967,4.46493578
33.54164886,4.4744401
-14.73905754,4.48394346
19.39738083,4.4934473
-25.28955078,4.50295019
7.19456673,4.51245356
-18.39787674,4.52195644
-25.18975449,4.53145981
7.85716915,4.54096365
-16.19334221,4.55046701
26.16807175,4.55997133
-36.83576965,4.56947517
89.55901337,4.57897997
-48.54257584,4.58848381
98.75035858,4.59798861
-36.2998848,4.60749245
82.04394531,4.61699677
-51.88602066,4.62650013
75.86284637,4.63600397
-36.151371,4.64550734
8.06161785,4.65501118
-10.69900417,4.66451454
1.99975026,4.67401934
-40.53237534,4.68352318
16.85513496,4.69302845
-8.41329575,4.70253372
-22.69851875,4.71203899
27.33754539,4.72154474
6.13777637,4.73105001
14.7340641,4.74055624
-4.89219189,4.75006151
49.57446671,4.75956678
-34.6595726,4.7690711
71.03239441,4.7785759
-1.49767041,4.78807974
78.69260406,4.79758358
-47.5647316,4.80708647
106.92108917,4.81658936
-56.16202927,4.82609224
43.01692963,4.83559561
-22.42882156,4.8450985
12.94125938,4.85460186
-47.88834,4.8641057
18.05274391,4.8736105
6.65564537,4.88311577
-23.00917244,4.89262152
16.11324883,4.90212774
20.71617699,4.91163397
-16.30548477,4.92114067
19.62139702,4.93064737
30.1261425,4.94015455
-11.20000458,4.9496603
30.52890015,4.95916653
36.05238724,4.9686718
38.9209404,4.97817707
-44.88314819,4.98768091
83.44667816,4.99718523
-82.21984863,5.00668812
22.15790939,5.01619148
-23.50902557,
9.19451904,
-39.8680191,
25.38124847,
-10.7828083,
-22.36870193,
5.27578592,
3.5850029,
-15.83491516,
16.31682014,
60.82157135,
-18.97175026,
59.51303101,
28.23799515,
26.61320305,
-9.18595028,
62.14198303,
-45.00844955,
24.1452446,
-8.12409878,
-9.89315319,
-39.25959778,
-24.61628723,
-28.07193947,
-60.18757629,
-14.32051086,
-0.01329253,
-40.65133286,
41.34011459,
24.88503838,
31.08590317,
49.92634964,
53.25919724,
45.37463379,
23.42582893,
74.51477051,
4.74280262,
15.15578175,
28.54547882,
0.12422108,
-18.67580605,
5.54609013,
-29.13473511,
-33.41202927,
7.55832291,
-0.4159146,
-23.05532455,
21.71088982,
4.46568394,
7.78375626,
2.28402162,
62.9246254,
-31.04764557,
62.1396904,
19.20420074,
10.13093472,
2.7151854,
5.8080945,
-33.07971573,
-34.20148468,
1.73720586,
-26.96838951,
-16.52916336,
19.19718361,
16.63105011,
7.65649891,
41.0687294,
18.88268471,
23.45045662,
46.19060898,
54.48879242,
14.54203129,
45.27949524,
28.37739944,
4.79900932,
-0.92744094,
7.08640432,
-44.76634979,
-0.84640372,
-47.0560379,
12.40463257,
-64.07493591,
20.02078056,
-25.70924377,
-9.54498291,
15.02940178,
6.37461281,
13.56155491,
18.23040581,
41.88024902,
15.22366142,
4.16130495,
40.59134674,
-35.35442734,
19.07687569,
-0.2371064,
-15.82189274,
4.15152121,
-21.51946449,
