v,zct
-0.98236543,0.00828345
15.53640652,0.01779487
-12.66710949,0.02730668
42.48124695,0.03681891
-65.78170776,0.04633131
43.28743744,0.05584383
-44.00496292,0.06535614
-22.29279137,0.07486819
-18.05942345,0.08437963
5.58907127,0.09389044
6.97115755,0.10340037
16.42444229,0.11290955
65.66207886,0.12241786
-4.09976816,0.13192561
35.61191177,0.14143287
-4.25914335,0.15094005
11.4238863,0.1604473
-46.90975189,0.16995507
38.67850494,0.17946349
-19.70952034,0.18897286
10.10758781,0.19848309
6.40801287,0.20799433
12.76697159,0.21750624
-11.12369061,0.22701873
35.58957672,0.23653135
-6.81387377,0.24604388
17.46530914,0.25555587
-29.97493172,0.26506719
27.65595818,0.27457756
-24.49287415,0.28408694
16.73192596,0.29359534
-2.80263281,0.303103
27.82187843,0.31261
-19.61599922,0.32211679
41.55164719,0.33162352
6.63661766,0.34113055
-22.4774704,0.350638
27.94421005,0.36014616
-38.14221573,0.3696548
16.46998787,0.37916413
-42.20284653,0.38867384
36.3605423,0.39818394
-34.65707397,0.4076941
39.67530823,0.41720432
1.23634052,0.42671436
69.12441254,0.43622422
-22.5072937,0.4457337
90.95985413,0.45524293
-5.79156351,0.46475178
28.45013618,0.47426039
13.22276402,0.48376864
-6.55483818,0.49327663
-26.11665535,0.50278407
-7.43869019,0.51229119
-4.05597687,0.52179772
-22.71700668,0.53130376
-2.90546441,0.54080921
-26.83296776,0.55031407
-11.58022499,0.55981851
-42.87388229,0.56932265
30.75790977,0.57882673
-18.93700027,0.5883311
10.56047916,0.5978359
35.21212387,0.60734159
28.99938202,0.61684805
20.69957733,0.62635565
71.38610077,0.63586426
22.25061989,0.64537388
64.0292511,0.6548841
-7.87936831,0.66439486
58.02629089,0.67390555
-47.40576172,0.68341613
11.71949291,0.69292593
-26.67527962,0.70243502
10.23997402,0.71194279
-45.05149841,0.72144949
20.73351669,0.73095495
-47.24760056,0.74045944
-21.32500076,0.74996305
-6.64734602,0.75946617
-22.78616714,0.76896894
50.00927353,0.77847189
-18.52763176,0.78797501
87.70386505,0.7974788
1.39902222,0.80698317
76.73233032,0.81648839
3.70665979,0.82599431
80.83182526,0.83550102
-58.04666901,0.84500831
70.88327789,0.85451609
-50.51121902,0.86402398
3.04027891,0.87353206
-38.98213959,0.88303989
-24.85528183,0.89254755
-22.7151165,0.90205461
-34.42975235,0.91156125
-0.84741586,0.92106718
-23.42205048,0.93057245
12.94044971,0.94007701
6.07536221,0.94958091
40.27947998,0.95908421
-2.33509994,0.9685871
50.95965576,0.97808951
11.12065411,0.98759168
28.94162178,0.99709368
24.89772415,1.00659585
48.85531998,1.01609778
-1.37527108,1.02560019
23.09068108,1.03510261
3.95564175,1.04460561
-4.80130339,1.05410862
-21.67654419,1.0636121
-17.08232117,1.07311571
-20.53885269,1.08261943
-42.67469788,1.09212327
0.88803566,1.10162723
-18.62081337,1.11113107
-37.84782028,1.12063479
29.19242668,1.1301384
-9.19262981,1.13964176
30.56965446,1.14914489
-0.92534924,1.15864778
40.35822296,1.16815042
3.3736043,1.17765284
7.45920277,1.18715513
15.08769989,1.19665718
-2.44933462,1.20615923
-7.45994473,1.21566117
-18.58532333,1.22516334
20.92170525,1.23466563
-50.2710762,1.24416792
35.39018631,1.25367081
-16.86613274,1.26317382
19.87334824,1.27267754
-9.67352295,1.2821815
30.79184914,1.29168618
-4.25995302,1.30119097
18.64733124,1.31069624
-5.83852577,1.32020152
59.11587524,1.32970691
-44.83071899,1.33921182
35.60050583,1.34871662
-7.74111223,1.35822082
-41.65461349,1.36772454
23.48561096,1.37722731
12.20841503,1.38672984
-15.89085197,1.39623177
16.75378609,1.40573323
5.88656759,1.41523468
