v,zct
-26.97473335,0.00345061
76.58097839,0.01294916
3.90456343,0.02244564
12.96420097,0.0319402
4.2369442,0.04143338
-20.73743057,0.05092565
7.72808981,0.06041778
-49.70442581,0.06991033
-2.4494698,0.07940403
3.82851934,0.08889924
-67.15630341,0.09839636
55.29295731,0.1078954
-70.29894257,0.11739635
18.19795036,0.12689884
-9.65861034,0.13640253
17.81239891,0.14590685
35.99604416,0.15541141
-20.17502785,0.16491565
116.17228699,0.17441927
-67.97814941,0.18392198
126.75489807,0.19342373
-32.94571304,0.20292446
45.74183273,0.21242432
17.1763134,0.22192347
7.09989929,0.23142223
11.95855618,0.24092075
-18.655159,0.25041938
-23.68958855,0.25991827
-15.57871342,0.26941773
-46.48135757,0.27891791
-3.58979368,0.28841904
-20.8042984,0.29792118
4.9813261,0.3074246
-2.9884584,0.31692925
17.0057373,0.32643524
58.57621002,0.33594236
-10.61034298,0.34545067
114.47084045,0.35495979
-25.72624588,0.36446944
87.92436981,0.37397915
-22.38165665,0.3834886
68.29008484,0.39299721
-65.52362061,0.40250468
32.86609268,0.41201061
-49.64976883,0.42151496
-27.35299683,0.43101758
-56.05548859,0.44051871
-38.89037323,0.45001858
-70.6044693,0.45951766
-18.83551979,0.46901637
-2.89979649,0.47851527
-6.53331375,0.48801467
33.18302155,0.49751508
31.6012764,0.50701654
42.5404892,0.51651925
9.92216778,0.52602309
93.66492462,0.53552777
-10.95081997,0.54503304
70.56648254,0.55453867
2.38840508,0.56404418
51.56207275,0.57354933
-29.58512878,0.58305401
54.55086899,0.59255791
-35.87168884,0.60206121
2.86214542,0.6115638
-16.94312096,0.62106586
-10.70750618,0.63056761
-36.45473862,0.64006895
-16.26270485,0.64957023
19.74696922,0.65907133
-43.33507538,0.66857231
60.34573746,0.67807323
-39.16783142,0.68757397
84.60144043,0.69707447
-31.57071114,0.70657486
94.21086121,0.71607488
-20.06038857,0.72557473
60.23514557,0.73507452
-12.74902344,0.74457431
41.81466293,0.75407416
-42.99871063,0.7635743
7.96985197,0.77307469
-25.56518364,0.78257561
-20.38237762,0.79207683
-33.36162567,0.80157846
7.4010396,0.81108028
-25.40351486,0.82058227
-15.69692898,0.8300842
32.07049561,0.83958602
-9.01591301,0.84908742
50.06581879,0.85858858
1.83450449,0.86808926
68.38832855,0.87758952
-44.977005,0.88708955
114.55214691,0.89658934
-72.332901,0.90608919
71.49526978,0.91558915
-72.22554779,0.92508936
48.78811646,0.93459016
-66.62210846,0.94409138
19.91687012,0.95359325
-15.61433983,0.96309561
-18.05287933,0.97259843
16.30676651,0.98210168
12.23958874,0.99160504
9.75287342,1.00110829
6.27616739,1.01061165
14.85335922,1.02011454
-2.88677382,1.02961707
11.16269112,1.03911901
-4.02008009,1.04862046
